5sd	10sd	15sd	20sd	25sd	30sd	35sd	40sd
ENSG00000112902	0.144162327918757	0.110824313682403	0.0951123765815264	0.0934249023762548	0.0862875697452906	0.0777586827816839	0.0537414486002945	0.016713140454955
ENSG00000112936	0.143079046837854	0.0867532938414652	0.0584268264469495	0.0482505350455753	0.0438939277023616	0.0322654340600797	0.0293199456824711	0.00835310754672682
ENSG00000112941	0.0986422838793605	0.0842373763495361	0.0768292983203982	0.0779028844579642	0.0627452358261762	0.0591344586492047	0.0506292011418173	0.00415953593408747
ENSG00000112964	0.259300914494699	0.193778453891927	0.131759919369993	0.0505583165916017	0.0240323361611403	0.0176153099377671	0.0127975278424931	0.00441184971067801
ENSG00000112972	0.156538792996088	0.101149445634294	0.0715367535918169	0.0503361358902161	0.0469005857830052	0.0385707942913245	0.0271497561323257	0.0114015086913473
ENSG00000112981	0.152955710062456	0.108838386615804	0.0906868103223411	0.0740266623008216	0.0689018879785998	0.0519101139769929	0.0441734907810602	0.0177099546157316
ENSG00000112983	0.18104599550835	0.206642380476565	0.188152326669324	0.165748285219007	0.139978866381429	0.111145157744712	0.0907392786310577	0.0365130000902113
ENSG00000112984	0.153218692900888	0.110305115989556	0.0873709112322421	0.0580030075447423	0.0401377402367703	0.0267546309008126	0.0111289953540477	0.00309799883141184
ENSG00000112992	0.213260726583186	0.145320546147345	0.115368633552114	0.080936514590255	0.0455183950567863	0.0244620843387113	0.0118873893163536	0.00514591021115138
ENSG00000112996	0.125295055618165	0.131438299632697	0.129846707496246	0.122691460082316	0.115053953324794	0.110265582239353	0.095384457735494	0.00224055322704411
ENSG00000113013	0.167697197759856	0.139478638492864	0.13688442952591	0.116310336493992	0.0835160550972319	0.0622888602257434	0.0417854598391541	0.0217512831430851
ENSG00000113048	0.105887754056021	0.116620471107934	0.104416851623554	0.101705804313446	0.0892571844173096	0.080529974819978	0.0660023069012571	0.00247605460232618
ENSG00000113068	0.109110656539335	0.109331349748559	0.0955139651910855	0.0922568773090124	0.0836243545281591	0.0700433911660422	0.0648068772067381	0.0133363931613779
ENSG00000113070	0.15335636183335	0.105237735612711	0.0864045004399946	0.0662864178736863	0.0583406685166718	0.0548301133003479	0.0295650711876909	0.0131149573803117
ENSG00000113073	0.191976895324858	0.166822167084457	0.13011873251325	0.113416446796607	0.0775883939821117	0.0623314578419231	0.0402162931816645	0.0141263187733016
ENSG00000113083	0.15522961161951	0.105939922952134	0.112683561226894	0.108847788500591	0.102703568513349	0.0930834056994392	0.0789406561195641	0.0267295517118173
ENSG00000113088	0.195642498905306	0.159583077688758	0.115639898189728	0.10104404625327	0.0612707357615235	0.0471316163065077	0.0157053331112318	0.00552769828160088
ENSG00000113100	0.166937325713609	0.0910056856008909	0.0713284256442795	0.0474100070862443	0.041777200608094	0.021411457557321	0.0114375116857165	0.00096064796549623
ENSG00000113108	0.136651719231405	0.0909719939064775	0.0703126731119249	0.0466210985047564	0.0295274344141753	0.0190815576447281	0.0196720192621385	0.00501774641113557
ENSG00000113119	0.126613110439215	0.0968806095454861	0.0798166964852858	0.061858845722077	0.0474798212296069	0.0398925656057157	0.0351293191797087	0.0142900709700144
ENSG00000113140	0.140830969246567	0.0845509765976033	0.055652381328582	0.0441675566552188	0.0390105865036944	0.0264883095215733	0.0155248200076586	0.00487131953203888
ENSG00000113161	0.140622021100144	0.0812186819325209	0.0563526767795141	0.0388077592436823	0.0316855381988558	0.0244653153181827	0.0166856387470114	0.00645453359908196
ENSG00000113163	0.103117086080878	0.0666705648805216	0.0498339911134447	0.0344887637376703	0.0295427718232419	0.0285554131685573	0.0213393790148769	0.00949762637173545
ENSG00000113194	0.111394953414344	0.0964023006870613	0.0902696526463859	0.0801993612593642	0.069621167422518	0.0641950434693043	0.0508582315805545	0.0174961398991749
ENSG00000113196	0.13334352303221	0.0651290147497884	0.0362865435868204	0.0258096263544076	0.0166129746026843	0.0127293707587073	0.00963587584696921	0.00418121207134581
ENSG00000113205	0.170522166095196	0.137513609657274	0.108343642385459	0.0983040547259033	0.0804249245957138	0.0652630263904211	0.0520291347037974	0.0193889330452623
ENSG00000113209	0.16040065541036	0.0923701693485998	0.0618335105776838	0.0557924218021687	0.0425925446692896	0.0292567467380531	0.0249473443007913	0.00658458997824764
ENSG00000113211	0.140821296177845	0.0875672628942909	0.0580092704901764	0.0473643515956621	0.0402943372078322	0.0369477153950053	0.0256982926590485	0.00998788740128732
ENSG00000113212	0.132871177312368	0.0842873385286455	0.0703451399905838	0.0616054224411248	0.0565732909185521	0.0471803931501344	0.0360708165981536	0.0140394667624892
ENSG00000113231	0.156655312642082	0.108126429577551	0.0958896548881351	0.0818643719276764	0.0737321890834589	0.0579923023460556	0.0461259793301554	0.0195095765076541
ENSG00000113240	0.0937544654751137	0.0707027284173771	0.0538708043467962	0.0405459660581593	0.0265339662632012	0.020015722133511	0.0125654217729328	0.00485697599775783
ENSG00000113248	0.145221037438951	0.0917313360602614	0.0632310330430722	0.0533792596860646	0.0339227007619508	0.0216619242569723	0.0146987490398088	0.00529098616494353
ENSG00000113249	0.210536825373984	0.133130427207203	0.0968526660713992	0.0793783214728565	0.0624552882552702	0.0508783964346427	0.0314024339426477	0.0123477461643543
ENSG00000113262	0.20835686489428	0.161985957728335	0.150887867061431	0.0972382432581223	0.0729136605984929	0.0481868536421202	0.0189302294166112	0.00297338733065505
ENSG00000113263	0.201910955948054	0.16686392119023	0.115605032718722	0.0660061014844246	0.0254830298605084	0.0419680491828687	0.0122100277169213	0.00574511996769041
ENSG00000113269	0.14375927674183	0.133951298642657	0.121341688366799	0.0952819976796535	0.0824639503563811	0.0687856740255307	0.0456021208758868	0.0131340382504822
ENSG00000113272	0.10387833985724	0.0850776402534168	0.0702956343385192	0.060719133079482	0.05269024029385	0.0478037207586527	0.0364427647875538	0.00439691544821555
ENSG00000113273	0.149343810094644	0.142321198884849	0.120850334933869	0.105430831466798	0.0867025322804018	0.0724281060442087	0.0563275257955448	0.0234331792262806
ENSG00000113296	0.121750385988564	0.0829948944975556	0.0619601736683769	0.0478501041253448	0.0409267075276483	0.0278960593813012	0.0195786334228313	0.00641086090371324
ENSG00000113300	0.11539783409227	0.103388806621677	0.101469381309135	0.0787036302976475	0.070638848288974	0.0587525712478457	0.0440643346377211	0.00388381528626135
ENSG00000113302	0.158587638955272	0.112368365892041	0.0842909848998919	0.0737062092617087	0.0628401060989717	0.0417465733619556	0.0307884704347483	0.000816036655263737
ENSG00000113303	0.161257350216727	0.0895325046397893	0.0312238063750618	0.0273356733838516	0.019378951019988	0.0121505966315074	0.00891717735668429	0.00544845337347699
ENSG00000113312	0.115936746798241	0.0984015635037357	0.0847490415240155	0.0782943222297749	0.0594614535000061	0.0465107482730885	0.0398233355672983	0.00713542147745683
ENSG00000113318	0.120081642841143	0.132731786296142	0.122225992036819	0.123153011131192	0.10015523556143	0.087038615727421	0.0678967475508615	0.00251616590830163
ENSG00000113319	0.159222413342909	0.125664034915874	0.0710069670827041	0.0604419319204589	0.0459727731556028	0.0290477132806262	0.0267069824096746	0.00520894683010941
ENSG00000113328	0.135898696909666	0.140113783939632	0.106500526037316	0.109940627008431	0.0957533897755558	0.0803696338789262	0.0682004789089587	0.00285013092290767
ENSG00000113356	0.161374009894654	0.133539104485968	0.123037855739716	0.112700294340789	0.104525447299365	0.0994198298077751	0.0841734140081095	0.00225349376548872
ENSG00000113360	0.107688960812823	0.0778613970328594	0.0473549587247876	0.037058091732468	0.0240804118660725	0.0190274902148157	0.0124260873811129	0.00370602997616906
ENSG00000113361	0.152547837821075	0.10292464091158	0.0931961813049658	0.0705085249462601	0.0720118080865379	0.0370065524256885	0.0198702359968194	0.00741000490008035
ENSG00000113368	0.184612122359232	0.119050388844928	0.0846136447756622	0.0860945204402907	0.060349716901182	0.0552947533159025	0.0359436646400393	0.00153058326395073
ENSG00000113369	0.125080901644534	0.0869126377871184	0.065339873718549	0.0506545165714978	0.0340921500958501	0.0237112450484718	0.0158413024368452	0.00579970763341171
ENSG00000113384	0.104511696372576	0.0875070729531642	0.0599156372091699	0.0551396515381417	0.0501876212636884	0.0415643686474022	0.0336522661545738	0.0125507667132411
ENSG00000113387	0.180049223165289	0.194426312052756	0.178786605039907	0.160847036691672	0.152045801816441	0.11988093362552	0.105578967375333	0.00158470181742363
ENSG00000113389	0.146132466418684	0.109611875992079	0.0852246247950889	0.0761523591436196	0.0694742586401021	0.0640834775374592	0.047408448849581	0.0167346919087174
ENSG00000113391	0.101625552928948	0.0814160307434428	0.0528171229038105	0.04649117609049	0.0331671141432508	0.0223092203703617	0.0122984573508019	0.00495303449323598
ENSG00000113396	0.153120003620141	0.0735463099954521	0.0537591471934403	0.04398911980519	0.0312623296620103	0.0242079508686002	0.0181868546652152	0.0065457847096996
ENSG00000113407	0.198091253069024	0.193645083368838	0.188844250174244	0.162624034878782	0.123454835368848	0.10143210525153	0.0602965972124765	0.00288417633802966
ENSG00000113430	0.137819173784409	0.0749351747137134	0.0471493235583893	0.0335357952056085	0.0272211129407016	0.0216380956735997	0.0134297469156961	0.00462921454477176
ENSG00000113441	0.14444708273116	0.186741556326028	0.190968571135155	0.193912041564694	0.181644037511146	0.171533219977614	0.148642424686988	0.00189240566169273
ENSG00000113448	0.191533227199952	0.121946107914643	0.09317110300175	0.0817993280478514	0.0743100063651981	0.0534365303489437	0.043262243362058	0.0235169230559419
ENSG00000113456	0.142530892599581	0.124691702345512	0.098572082490701	0.095395751898383	0.0783822957992911	0.0743121656395175	0.0569594014045415	0.0200605466756291
ENSG00000113460	0.191033076703212	0.204117918063707	0.199655030311354	0.187050078377716	0.14122056922334	0.116328755023292	0.07372444688088	0.0116802631663486
ENSG00000113492	0.195177144706264	0.156370712430161	0.0921593206952422	0.0761957856623703	0.0240676208753453	0.0229328652005633	0.0107508965640316	0.00396354620788253
ENSG00000113494	0.135208831142805	0.0887435167413617	0.0622641955471509	0.0347907200215376	0.022914999608276	0.017260525453371	0.0133330922419986	0.00524142456312549
ENSG00000113504	0.143888910293342	0.0800263383939559	0.0556721858370578	0.0420296460492837	0.0327718340215597	0.0253792338752362	0.0150832176565215	0.00651804256086847
ENSG00000113520	0.183048451756847	0.142603444074851	0.127241175898969	0.0825499175072311	0.0659920804223978	0.0355599237878143	0.0196370246925239	0.00279323961739485
ENSG00000113522	0.136949359597824	0.162477254972734	0.146045819726536	0.151580002114609	0.13346139537455	0.121426048555631	0.102216158385657	0.00218843929444996
ENSG00000113525	0.199899232487512	0.232928357955207	0.232009083199074	0.234724586381783	0.215256907060692	0.193229412957683	0.177022566490199	0.0789459512226125
ENSG00000113532	0.19726948169337	0.129936583554928	0.0838924929319482	0.0509954170866571	0.0294709228899516	0.0255609776298415	0.010359438437358	0.00387413680519285
ENSG00000113552	0.101823138176823	0.0754383935405087	0.0528315777635636	0.0485688126028725	0.0345525030670552	0.0257218107105874	0.0155159195305601	0.00757493973076354
ENSG00000113555	0.179774482333925	0.142057742255071	0.132370116716116	0.10003524893239	0.0777176404095962	0.0682215267281451	0.0265819910890938	0.0141738354772569
ENSG00000113558	0.0939810334273418	0.0630810572514747	0.0467832531529205	0.0338718633483709	0.0299491719755336	0.0217375010112848	0.01201354865463	0.00493161407339463
ENSG00000113569	0.218507163791527	0.246312482844051	0.235924885304611	0.181670758957344	0.168798273450231	0.140078166835053	0.112250281408261	0.0335811792065217
ENSG00000113575	0.135649789166695	0.146915724887827	0.142322714701014	0.13514729357815	0.135610198027751	0.120538460944047	0.114733653500439	0.0267742685311104
ENSG00000113578	0.155834648551341	0.0644600577113213	0.0481027033520337	0.0343180958962135	0.0293047815123403	0.0202456157203209	0.0104266064376072	0.00297383006631808
ENSG00000113580	0.139889923156903	0.138360278288956	0.131307963903813	0.121997976643307	0.113675424295129	0.111690731808869	0.0946160295225863	0.00262456725528677
ENSG00000113583	0.123748719122827	0.101581368666023	0.0907669307893169	0.0740767491035782	0.0545302115255914	0.0353244007237385	0.0212964682207803	0.00328906434031463
ENSG00000113593	0.107163066280257	0.0763861079634271	0.0604173128912907	0.0506105297374563	0.0338324153211422	0.0293660296612585	0.0175057088917078	0.00762398914587367
ENSG00000113594	0.123444769878545	0.0816269604787674	0.0518645069529028	0.0432909642159243	0.035666864230021	0.0265576337523784	0.015770870313364	0.00588697785868772
ENSG00000113595	0.143694789236643	0.176062553789802	0.165706281622958	0.176996363306123	0.170099096942506	0.151658080664498	0.14393275683079	0.03381660403792
ENSG00000113597	0.0912755691007866	0.0741556747732733	0.0588152417084538	0.0385851232095264	0.0372233472596044	0.0261303989797424	0.0164241447485185	0.00321078027751884
ENSG00000113600	0.221151698206397	0.182434614328979	0.132804947909074	0.106927573511753	0.0748249442248983	0.0561642899364806	0.0418675567274444	0.00970843180577866
ENSG00000113615	0.156262799472949	0.184816654311898	0.179053709238737	0.180798334481708	0.163764554512503	0.15667991320339	0.134126458004604	0.00175169351533223
ENSG00000113621	0.103746772239869	0.0685242308508402	0.0520577933802132	0.0401805494703482	0.0340332733490992	0.0281073404891745	0.0214824925033381	0.00672923397156923
ENSG00000113638	0.0914023225184094	0.0573657041015819	0.0456328020753631	0.0306251456936332	0.0262079279581593	0.0173815761966751	0.0109497626668406	0.00400456773977939
ENSG00000113643	0.146996145860255	0.141654179061801	0.129966016010142	0.115562779730415	0.0889538339248256	0.0690857765135	0.0417314176760741	0.0028736656001379
ENSG00000113645	0.146487115543721	0.0878732940020887	0.0757113801345016	0.0657972133275673	0.0482109661864574	0.0364621028011949	0.0167186598789905	0.00489373524356121
ENSG00000113648	0.116714062746992	0.100876525702517	0.0744608855216323	0.0588559121268996	0.0421099936796867	0.0312822075917144	0.0143606088369428	0.00409076785732522
ENSG00000113649	0.112533421026466	0.119027355695726	0.11512224961002	0.111033541972255	0.102828192147082	0.0950822928550667	0.0830293307021153	0.00305978116500328
ENSG00000113657	0.14153936444898	0.0892822090105193	0.0680862107737258	0.0566590650006315	0.0517124063160254	0.0417850198894011	0.0363464408069116	0.0126710267009915
ENSG00000113712	0.105160059525688	0.0678225080222284	0.0533816975125098	0.0364751503768417	0.0267700823906855	0.018680007675895	0.0125239782846207	0.00434506860543203
ENSG00000113716	0.0983510372916071	0.077595210829314	0.0561924222030228	0.0440654939583069	0.0319496143668851	0.0299595016953302	0.0203668648858695	0.00579694963963961
ENSG00000113719	0.133098812921554	0.0999718455189424	0.0644703201163517	0.0551780806122567	0.0333542042911123	0.0193194906891563	0.0104217951302257	0.00397260558946291
ENSG00000113722	0.206327602770712	0.157513270978141	0.110159537732977	0.0841582764370636	0.046760101643163	0.0184371023908976	0.0110180024359386	0.0062846516991548
ENSG00000113732	0.131552807715352	0.126977826968865	0.125271986572492	0.118898701881178	0.110541427227876	0.093673179981454	0.065021307943223	0.0188329501728327
ENSG00000113734	0.154459555728188	0.141857973503608	0.110009325960087	0.0744462821607138	0.0585692324336234	0.0421011010070114	0.0287035217439447	0.00255522895691587
ENSG00000113739	0.187376440209451	0.147551578177027	0.137012006432443	0.125389707423981	0.0970890319201148	0.0896215949238437	0.0585408082742513	0.00289990106053569
ENSG00000113742	0.156941790755796	0.138498568901979	0.129707395562457	0.125882841463529	0.106966152624189	0.0622365413599218	0.0484404751193407	0.0283432652660393
ENSG00000113749	0.148341393527687	0.119279021015821	0.117156285831441	0.114250494271384	0.106925139754883	0.0902561247865041	0.0640843218464604	0.019449386308458
ENSG00000113758	0.119104095055942	0.0771799924297405	0.059202446194125	0.05146609913136	0.0409555020187293	0.0291876583584738	0.0204519459116521	0.00744442498249969
ENSG00000113761	0.115369195308486	0.083424128692267	0.0534784484777983	0.0356097572391753	0.023959855044925	0.0168369908457667	0.0127964917206017	0.00399895143847871
ENSG00000113763	0.177897323405478	0.117403582958521	0.0889787317991999	0.0656217972166218	0.0479596746286861	0.0224018532981991	0.0114578905802421	0.00120978071509561
ENSG00000113790	0.230856022198942	0.214204380239199	0.187996979189938	0.173010727186571	0.12639455113003	0.0950128256113039	0.0497242422932253	0.00705122880042342
ENSG00000113805	0.135562953855663	0.0842284079499656	0.0524810836841335	0.0404871378676284	0.0325756544216711	0.0245615078677174	0.0155930380584661	0.0061590332939218
ENSG00000113810	0.204740081741822	0.154367567764585	0.12476946379802	0.0977045357760205	0.0771951050665117	0.056729191428394	0.0454858406395552	0.00254977663264333
ENSG00000113812	0.171698501208559	0.177791212864063	0.139675310768996	0.11358992540763	0.0829655734088126	0.0567187749305664	0.0420057754784735	0.00326049476962412
ENSG00000113838	0.164928996203762	0.188907992191594	0.180425355684744	0.159050119981392	0.150991544235782	0.133966369214633	0.116741163725048	0.0482336743958617
ENSG00000113845	0.13704162011154	0.107837517541638	0.0909312685139021	0.0802910147690795	0.0684830458027467	0.0526813977463882	0.0377020327644458	0.0150458265717938
ENSG00000113851	0.116724420104622	0.121059368293715	0.126299011359078	0.123010479200692	0.112098122529625	0.106354920995206	0.0931792484690048	0.0418574337099957
ENSG00000113889	0.250401291249797	0.133021255193802	0.11578436234955	0.0948466276872314	0.0759170823589685	0.0612405300970151	0.0305507382344592	0.00091508946633806
ENSG00000113905	0.265746829229815	0.165972068291573	0.0922705354180701	0.0802920772176511	0.0557260035126263	0.0373224583346415	0.00672813830223534	0.00133998355951544
ENSG00000113916	0.149150188458388	0.141588511204126	0.130007081433824	0.12297026032029	0.0979963077158152	0.0590325689964732	0.0446124772718757	0.00626518804742217
ENSG00000113924	0.168315135959693	0.0572462697429388	0.0419810451699258	0.0365731449379084	0.0277001217507015	0.0217683282009138	0.0165910732789206	0.00454642574784676
ENSG00000113946	0.149264620410944	0.111963733399062	0.100079902901212	0.0884540902415233	0.0705898429511657	0.0519124003515485	0.0332053577911483	0.0161956403179737
ENSG00000113966	0.202202334150992	0.182759301048576	0.15027708091601	0.116843456253275	0.107654628845467	0.0655676637641114	0.0363409350094576	0.0126110869977757
ENSG00000113971	0.124865565692882	0.0961421714002716	0.0761209388565792	0.068319275676005	0.0516310166278081	0.0356991298116253	0.0296427945681356	0.0084591548251951
ENSG00000114013	0.208109784416455	0.110879988402848	0.0953131995435085	0.0773020804831569	0.0596514482231087	0.0493352123391083	0.0384495062065132	0.001950075590073
ENSG00000114019	0.150535418952631	0.104386208041935	0.0779423099211849	0.0493965297718974	0.0394798622797407	0.0285250983456959	0.0197935083095521	0.00673936491124424
ENSG00000114021	0.176059678270809	0.128092713703091	0.108575649410481	0.0971525867972283	0.0731966978337561	0.0638747731188686	0.0439495735700743	0.0128960412015129
ENSG00000114023	0.140039246263836	0.107365805535225	0.0721480720346078	0.0639675927853752	0.0531283334977219	0.0483176565506831	0.0376162617590577	0.00455472597885037
ENSG00000114026	0.111538755865196	0.0794069235530227	0.0516370568910562	0.0454751483905359	0.0303452886022439	0.0154475949881907	0.0109773059997824	0.00467713917141097
ENSG00000114030	0.140297727977386	0.196079370670064	0.182663927915289	0.199142998211034	0.191406118182843	0.143876081623224	0.12169113357572	0.0641298718839375
ENSG00000114054	0.207794714973384	0.125123220300596	0.0925675560570185	0.0737822675693566	0.0584398628454579	0.0395201789400991	0.0351837221467069	0.0199626545215949
ENSG00000114062	0.135428240420905	0.141275079589925	0.123781388256025	0.109963197899647	0.0982822700468911	0.0658526347566816	0.0520250172983663	0.0208562053103072
ENSG00000114098	0.0998133777675911	0.0648100223791925	0.055481995273335	0.0439112165107711	0.0335627066538495	0.0208784167180267	0.0167832550401436	0.00531467209205554
ENSG00000114107	0.159554908509551	0.167392673119139	0.160000035619524	0.153011337141773	0.131128631107678	0.116825910914654	0.104891727449066	0.0442168864227995
ENSG00000114113	0.186857905422235	0.129640787589109	0.109755494105838	0.0723423280897548	0.0552629600934564	0.0488220393872161	0.0352943976935505	0.0143037191159358
ENSG00000114115	0.189155276734305	0.145111607257396	0.0848623786665757	0.061542433945328	0.0485877704621126	0.0421869006909604	0.0373656758930934	0.00993305388643514
ENSG00000114120	0.115136893102315	0.101904456735314	0.0704270451232036	0.0742677307208001	0.051560189978455	0.0483747658519683	0.0398818858698299	0.00327384401914469
ENSG00000114124	0.166474784587067	0.148199352034403	0.134831342474333	0.129307987808567	0.119916078949565	0.100895906293391	0.0904582455324155	0.039389544994709
ENSG00000114125	0.10526233096508	0.0949406994280114	0.0726385385118328	0.0538821682124927	0.0410232567658972	0.0328341946776596	0.0267290291463677	0.0112040886525263
ENSG00000114127	0.102524455011066	0.106578046295808	0.108892636027405	0.107263633610528	0.0934061566528036	0.0849034428571593	0.0671392041319923	0.00332868823732578
ENSG00000114166	0.132879035066062	0.104912594529685	0.11320087843798	0.0932609519421743	0.0890119223778061	0.0764164912538377	0.0517382831205534	0.0168072971840888
ENSG00000114200	0.137369871421297	0.0919106056404068	0.0579067256290299	0.0453897317752218	0.0374254468243434	0.0359004987829547	0.0232454472893364	0.00946066795204088
ENSG00000114204	0.191532214790799	0.160225574448072	0.109081575268303	0.0836692995704891	0.070337020117209	0.058290030973452	0.02708822795768	0.01062328496453
ENSG00000114209	0.129383111404928	0.167742266925845	0.17150148956914	0.171527300738501	0.1564906848353	0.152322393151913	0.12804883986612	0.00233200568672036
ENSG00000114248	0.126837966633181	0.0754511756210714	0.0396330447893928	0.028880817955859	0.0241324231587462	0.0144707533224496	0.00951262259714027	0.00488706666652521
ENSG00000114251	0.166825952912028	0.115974455144168	0.0929521104097851	0.0752423893411172	0.053929908470963	0.0493605402897668	0.0380326926066261	0.00941471065808839
ENSG00000114268	0.20417242370797	0.133628594749161	0.0888517516576984	0.0593450682229768	0.0436291183137223	0.0273058873481201	0.014287247896389	0.00397923013058475
ENSG00000114270	0.13616849483819	0.0758859966326507	0.0530038165922762	0.032464722341535	0.026855677505034	0.0223126208239613	0.0136418542464545	0.00559401436325975
ENSG00000114279	0.181648019074781	0.090246989282887	0.0563617776821778	0.0428452114120401	0.0296506149184926	0.0226181912308528	0.0169894603819197	0.00633713854679798
ENSG00000114302	0.185169924535758	0.19541406757369	0.181493386601551	0.147878306099232	0.100783619243661	0.0530580411592884	0.0508733718473119	0.00318319424302646
ENSG00000114315	0.129384843797215	0.0877164949853931	0.0581909598479653	0.0501537080044033	0.0417290965718438	0.0256130324620396	0.015226870895712	0.00500358323857598
ENSG00000114316	0.104432064736942	0.0988282291563412	0.0840035967972701	0.0719749903201036	0.0517414325692775	0.0439902016335638	0.0296304170971589	0.00321695104686165
ENSG00000114331	0.115382653203412	0.0845899136684451	0.0752673427847815	0.0691677935764481	0.0535760411134862	0.0448362294157838	0.0347365652733633	0.00428796044599207
ENSG00000114346	0.177069328312424	0.137274183660008	0.118407566287082	0.082683875431935	0.061125365189987	0.0383427561337791	0.0259273745501076	0.00365367837617308
ENSG00000114349	0.15838774054717	0.10294047843807	0.0845492291541622	0.0732085959522583	0.0608557440043291	0.0537869816708485	0.0480554091047779	0.0209025006295519
ENSG00000114353	0.142461902020757	0.137136026514432	0.146411870063071	0.132792399933461	0.127489620346568	0.110170418105518	0.0747175303254737	0.0226885644152333
ENSG00000114354	0.105722683102238	0.0729521073464579	0.0595974702604617	0.0502198075607383	0.0371566182166075	0.0276854378834192	0.0192113431331168	0.00452159191761296
ENSG00000114378	0.171559574847847	0.0934582421476643	0.0804271661815048	0.0732654991309659	0.0417288750798359	0.0343423051596464	0.0130190120511578	0.00503346856967737
ENSG00000114383	0.144837497197825	0.153208393589884	0.144902501831097	0.115552012539711	0.122839308218135	0.0847993727746481	0.0872502148980001	0.0098261203330964
ENSG00000114388	0.132956144814932	0.10747300795181	0.111495086162823	0.103530557705727	0.0931210171483905	0.074355819069728	0.063958493542707	0.0168196732004945
ENSG00000114391	0.152192022993494	0.127882566954683	0.118576444051509	0.0960310886668085	0.0753763786704497	0.0625106463501243	0.0554701297108624	0.0131645278855475
ENSG00000114405	0.210455044317857	0.164245061857499	0.130616369850014	0.10184974167074	0.0931937962272674	0.0597495305079006	0.035091403198027	0.00862553255962652
ENSG00000114416	0.217807874926463	0.219797272793206	0.188287925760061	0.158883268274965	0.124915955613236	0.0631893495863144	0.0624378725986781	0.0121979705043327
ENSG00000114423	0.123810804173295	0.118917863686313	0.0976675641026113	0.0630376679521577	0.0582870701581482	0.0438177807552758	0.0218718868356502	0.00524142903733052
ENSG00000114439	0.156046717449829	0.154823352754045	0.149595653671039	0.142840642225669	0.124499008637014	0.102622898424762	0.091348823450183	0.0392570802465956
ENSG00000114446	0.200399590382759	0.200519813723356	0.167222520332455	0.138211165443539	0.130045616670911	0.110904263066523	0.10049427284247	0.0442925780717402
ENSG00000114450	0.144503290142382	0.0921515407854216	0.107030481565121	0.100294035799642	0.094903054225191	0.0835724012126347	0.0697609313778518	0.0253744716042502
ENSG00000114455	0.14158556148369	0.0633110422121826	0.0480692361180969	0.0393029930619653	0.0304482373334744	0.0208364290037471	0.0136128519869827	0.00843250421495468
ENSG00000114473	0.226818980403716	0.183122268709118	0.128826486635547	0.109604431009173	0.0860458440765978	0.0361063047108455	0.048425408258597	0.00412767805312148
ENSG00000114480	0.175490387779017	0.0757009557619184	0.0641039773598046	0.0386488551926122	0.0306085955038976	0.0238395650285318	0.0148128709938503	0.00606119760121325
ENSG00000114487	0.174506859347657	0.0980450299037414	0.0990841096729128	0.0650510383195098	0.0403235831602773	0.0281915170221921	0.020245448698514	0.0063244764974827
ENSG00000114491	0.150440796443565	0.125257471508416	0.120527385077656	0.110913907111296	0.084778382114079	0.064035038876788	0.0417564911021902	0.00355158572231883
ENSG00000114503	0.144455224477695	0.166394501722428	0.158776304225177	0.157657306017808	0.125779685364403	0.107278075565912	0.0810559550735276	0.00244536192531761
ENSG00000114520	0.157810134948165	0.184859847086975	0.163622669761477	0.147603743306236	0.124982614915815	0.107355670207593	0.0880689589465629	0.00223654042907173
ENSG00000114529	0.117318578056912	0.0949886027124204	0.0772711161711763	0.0520327678832054	0.0414354117122404	0.0247974663986831	0.0145842211738573	0.00466035201940184
ENSG00000114541	0.141222068743838	0.0738171821416944	0.0559351063830691	0.0491542062776305	0.0397054099287905	0.0312520083588782	0.0259509854762754	0.011199126767574
ENSG00000114544	0.125086108050169	0.0894253680101653	0.066079262695042	0.0572443323252857	0.0462859756838752	0.0325450832436288	0.0312150795022513	0.0107436583698045
ENSG00000114547	0.185900047019312	0.119864823343788	0.0860674428622484	0.0802621782735807	0.0726139704277581	0.0690639063598227	0.0625548633395474	0.0276672386459642
ENSG00000114554	0.144228566832947	0.121646981501308	0.110488784123412	0.101604628015863	0.0769860199865529	0.0663516685750228	0.045349779871057	0.0117519670986135
ENSG00000114573	0.175629155051879	0.139964423537165	0.130297999387101	0.117738355569524	0.0927695201164465	0.0732664343473281	0.0661563230441826	0.0147780098340189
ENSG00000114626	0.221182902367614	0.241838668049734	0.221617761005565	0.189119220111706	0.160502456941566	0.126307400543378	0.0656997171512306	0.0171000014915227
ENSG00000114631	0.173755638591279	0.115632466968769	0.0851396456101108	0.0604591382460438	0.0474164282960568	0.0287493154361627	0.0123010293828886	0.00334887887208245
ENSG00000114646	0.187059999444966	0.148705106384747	0.120239995339077	0.0958740353387159	0.08865905973865	0.0670561437407296	0.0586430723157346	0.0129340360197877
ENSG00000114648	0.16583706252549	0.115353485972032	0.0881415908273836	0.0528017306229122	0.0419445652082139	0.0246420496903143	0.0211527227369788	0.00454103100665435
ENSG00000114650	0.14730770028424	0.157544409744725	0.164445464756123	0.16103557958343	0.142625961813853	0.104660888887279	0.0918966764670533	0.052998920890268
ENSG00000114654	0.135622865863963	0.0950165237310661	0.0797880274374031	0.0729350784093732	0.059229735231771	0.0449682502879839	0.0323236168001768	0.0162891448402742
ENSG00000114656	0.197362394266027	0.163965876844608	0.136365385482195	0.116740974710509	0.0719545411016927	0.0670791257710796	0.0455936350808499	0.0204285165629405
